Identifier,Action,Action Description,Additional Text,CIC Rep,To,Image URL,Time,profile_url
jyppy,added,"6,529",MemeMaxi,Rep,wintermutegan,,1 day ago,https://seize.io/jyppy
jyppy,added,"6,529",THE collector,Rep,sundayfunday,,1 day ago,https://seize.io/jyppy
jyppy,added,"6,529",Art Collector,Rep,hexum,,1 day ago,https://seize.io/jyppy
jyppy,added,"6,529",Seize News,Rep,MintFace,,1 day ago,https://seize.io/jyppy
maybe,added,69,Leaders Eat Last,Rep,brookr,,1 day ago,https://seize.io/maybe
jyppy,added,"6,529",SGT PEPE,Rep,arsonic,,1 day ago,https://seize.io/jyppy
maybe,added,1,"WWOH A zebra, with gradations between black and white, so intense, the zoo keep called em Gradient",Rep,MoMO,,1 day ago,https://seize.io/maybe
jyppy,added,"6,529",Meme Marathoner,Rep,HugoFaz,,1 day ago,https://seize.io/jyppy
maybe,added,"3,369",Friend and Great Advice Giver,Rep,Lawtoshi,,1 day ago,https://seize.io/maybe
ricodemus,added,1,"WWOH Word on the street is they blamed it on a zebra, I think we're in the clear",Rep,MoMO,,1 day ago,https://seize.io/ricodemus
agnimax,added,"1,069",,CIC,Josei,,1 day ago,https://seize.io/agnimax
btang8,added,369,MemeMaxi,Rep,chrisroc,,1 day ago,https://seize.io/btang8
btang8,added,369,Seize the Day Chatter,Rep,goforth,,1 day ago,https://seize.io/btang8
btang8,added,169,Meme Maxi,Rep,johndoe8891,,1 day ago,https://seize.io/btang8
btang8,added,369,Photographer,Rep,longexposure,,1 day ago,https://seize.io/btang8
Karen,reduced,1,Karen Love,Rep,sundayfunday,,1 day ago,https://seize.io/Karen
Karen,added,1,Karen Love,Rep,,,1 day ago,https://seize.io/Karen
pandelic,reduced,"4,242",,CIC,,,1 day ago,https://seize.io/pandelic
pandelic,added,"4,242",,CIC,sundayfunday,,1 day ago,https://seize.io/pandelic
Ruskin,added,"6,529",,CIC,sundayfunday,,1 day ago,https://seize.io/Ruskin
Ruskin,reduced,"6,529",,CIC,,,1 day ago,https://seize.io/Ruskin
,pepe,archived,pepe,,,,1 day ago,
chrisroc,reduced,22,CryptoTaxGuy,Rep,CryptoTaxGuy,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 779 Artist,Rep,BekaRios,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,Dyker,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,LukeCannon,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Seize the Day Chatter,Rep,FranklinFit,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,m0niqueRenee,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,RacBrasti,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,teexels,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,LordRekt,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Discord Legend,Rep,maybe,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Seize the Day Chatter,Rep,Artismemeory,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,ReMemer,Rep,TheMeans,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,parachica,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,DarrenSRS,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,When chat jumps puts phone in airplane mode until caught up,Rep,maybe,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Artist,Rep,Minotaur_Man,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Meme Maxi,Rep,Zigmarillion,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,NedRyerson,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Artist,Rep,Deconstruct,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,4,6529 Complaint Artist,Rep,rust,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Photographer,Rep,nimaleophotos,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Artist,Rep,TyLekki,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,kkostya,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,smpsmyth,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Pebble Racing,Rep,MintFace,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,Meme Maxi,Rep,ricodemus,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Pebble Racing Shadow of Satoshi,Rep,OMdegen,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,BTC smoothies in Koh Samui,Rep,Hvala,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,NFTLaurent,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line Artist 377,Rep,RaeCreate,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,Moonfront,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,apocalypse,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxis,Rep,Naime,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,19,Meme OG,Rep,spritey,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,doomed,Rep,CryptoTaxGuy,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Artist,Rep,mendezmendez,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,16,Digital Artist,Rep,prateeksaraf,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,10,Artist,Rep,Papillon,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,justanother,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Meme Maxi,Rep,priyanka,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,meme seizoor,Rep,ZENON,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,Dave,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Artist,Rep,simonemonte,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,19,Memeside,Rep,neevan,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,10,Meme Maxi,Rep,Papillon,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,Meme Maxi,Rep,onegweitoday,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 769 Artist,Rep,nygilia,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,spritey,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Pebble Racing Indigenous Journeys,Rep,ryan,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Meme Maxi,Rep,maybe,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,38,xcopy,Rep,BBA,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,hexum,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,59,6529,Rep,punk6529,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,blocknoob,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,Newlightvisuals,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 776 Artist,Rep,MackPhotoNZ,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Meme Maxi,Rep,Lawyered,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,59,Meme Maxi,Rep,hexum,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,comfy,Rep,comfydevil,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Seize the Day Chatter,Rep,sirobsi4,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,4,Glitch Artist,Rep,rust,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,4,Art creator lover,Rep,VivianeG,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,38,Meme Maxi,Rep,BBA,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,10,Pebble Racing Carbon Copy,Rep,RegularDad,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Pebble Conneusseur,Rep,Thor,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Pebble Racing Concert Hallucinations,Rep,spritey,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,maybe,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,NextGen Artist,Rep,Zeblocks,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Meme Maxi,Rep,ReadyPereOne,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,pandelic,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,4,artist,Rep,MBStuart,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,johndoe8891,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,MaxMyEth,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Grxfter,Rep,Killian,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,MintFace,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,16,photographer,Rep,prateeksaraf,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,wintermutegan,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,Ruskin,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,NotRealFranc,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Meme Maxi,Rep,Blue11,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Pebble Racing,Rep,OMPub,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Maxi,Rep,John,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Whale,Rep,lotsofreasons,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Artist,Rep,Ayla,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,btang8,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,Sonia,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,MintFace,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,Kutsev,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,hashgrown,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,nft_lady_007,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,SunRunner,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,38,Meme Maxi,Rep,lapislight,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,4,The Line 16 Artist,Rep,underscore,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Meme Artist,Rep,zuphioh,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,5,Meme Trivia,Rep,prateeksaraf,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Meme Maxi,Rep,intrepid,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,perilousvault,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,Meme Maxi,Rep,exlawyer,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxis,Rep,Melted,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,meysvm,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Meme Maxi,Rep,HugoFaz,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,amtwo,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,xcopy,Rep,Killian,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,SQUARE_PIXEL,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 874 Artist,Rep,houdakyi,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Meme Maxi,Rep,HugoFaz,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,38,Kind and open heart,Rep,Maria,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Artist,Rep,Killian,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,Rakesh,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,xcopy,Rep,CryptoTaxGuy,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Meme Artist,Rep,fabianospeziari,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 706 Artist,Rep,Jottey,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,38,Everything Data,Rep,web3at50,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,onegweitoday,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Meme Artist,Rep,rust,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,Paul,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Doomed,Rep,Killian,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,Maria,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Pebble Racing Blue Epoch (should have sent summer),Rep,blocknoob,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 711 Artist,Rep,Abrahanny,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,38,Doomed,Rep,BBA,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,16,Meme Maxi,Rep,prateeksaraf,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,Giopetto,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,23,Doomed,Rep,parachica,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,web3at50,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Memes Collector,Rep,vanto,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,MrOlives,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,4,Meme Maxi,Rep,seizar,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,38,Memes OG,Rep,OMdegen,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,MemeMaxi,Rep,Fitzcarraldo777,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Pebble Racing Talking with God,Rep,ricodemus,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,10,Pebble Racing Night Journeys,Rep,4lteredBeast,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,clicky2048,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,agnimax,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,42,zeneca,Rep,zeneca,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,HQ_,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,16,Doomed,Rep,j1mmy,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,brookr,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,azogz,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,Andi_P,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,36,Meme Maxi,Rep,fertilejim,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,16,Whale,Rep,j1mmy,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,Giopetto,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,Articulate,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Artist,Rep,CARDELUCCI,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,4,The Line 774 Artist,Rep,BoldLeonidas,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,agnimax,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,22,Seize the Day Chatter,Rep,chimpanchz,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,ArtWard3n,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,SGT Pepe Maxi,Rep,crableu,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,EzMonet,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,2,The Line 869 Artist,Rep,Lovanic,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,9,Meme Artist,Rep,longexposure,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,268,Pebble Racing Pathway to Disorder,Rep,AnimatedNFT,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,dsanchesGM,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,crunch,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,19,Meme Maxi,Rep,clicky2048,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,4,Memer,Rep,compez,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,90,The Great Restorator,Rep,ack,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Artist,Rep,6529er,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Meme Artist,Rep,Cyber_Humanoid,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,mfers,Rep,DrenFX,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,89,Meme Maxi,Rep,G9ralt,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Meme Maxi,Rep,conlon,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,19,Artist,Rep,geumat,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,Burnasso,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,16,Trust Based Trade (TBT),Rep,brookr,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,45,Meme Maxi,Rep,diegorst,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,18,Discord Batman,Rep,andginja,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,1,Leaders Eat Last,Rep,brookr,,1 day ago,https://seize.io/chrisroc
chrisroc,reduced,7,Meme Artist,Rep,Noealz,,1 day ago,https://seize.io/chrisroc
Sonia,added,"1,000",Photographer,Rep,longexposure,,1 day ago,https://seize.io/Sonia
Sonia,added,"1,000",Photographer,Rep,agnimax,,1 day ago,https://seize.io/Sonia
Sonia,added,"1,000",Gwei King,Rep,onegweitoday,,1 day ago,https://seize.io/Sonia
RegularDad,added,420,Pebbles Lover,Rep,We_Heart__Art,,1 day ago,https://seize.io/RegularDad
Sonia,added,"1,000",Mememaxi,Rep,dealer,,1 day ago,https://seize.io/Sonia
RegularDad,added,"1,069",,CIC,We_Heart__Art,,1 day ago,https://seize.io/RegularDad
Sonia,added,"1,000",Gen Artist,Rep,compez,,1 day ago,https://seize.io/Sonia
Sonia,added,"1,000",Pixel Whisperer,Rep,Andre,,1 day ago,https://seize.io/Sonia
RegularDad,added,420,Artist,Rep,MAB,,1 day ago,https://seize.io/RegularDad
RegularDad,added,"1,069",,CIC,MAB,,1 day ago,https://seize.io/RegularDad
Sonia,added,"1,000",Fighter of Causes,Rep,Jules,,1 day ago,https://seize.io/Sonia
RegularDad,added,420,Artist,Rep,Josei,,1 day ago,https://seize.io/RegularDad
RegularDad,added,"1,069",,CIC,Josei,,1 day ago,https://seize.io/RegularDad
RegularDad,added,"1,069",,CIC,DrenFX,,1 day ago,https://seize.io/RegularDad
RegularDad,added,420,mfers,Rep,DrenFX,,1 day ago,https://seize.io/RegularDad
Sonia,added,"1,000",Novel Eco project creator,Rep,Jules,,1 day ago,https://seize.io/Sonia
RegularDad,added,420,Scobelverse,Rep,defaced69,,1 day ago,https://seize.io/RegularDad
Sonia,added,"1,000",ReMemer,Rep,Jules,,1 day ago,https://seize.io/Sonia
Sonia,added,"2,500",,CIC,Jules,,1 day ago,https://seize.io/Sonia
spritey,added,500,Meme Artist,Rep,BOUBOY,,1 day ago,https://seize.io/spritey
spritey,added,"1,000",,CIC,BOUBOY,,1 day ago,https://seize.io/spritey
Sonia,added,"1,000",Art Collector,Rep,diegorst,,1 day ago,https://seize.io/Sonia
HQ_,added,420,Seize the Day Chatter,Rep,goforth,,1 day ago,https://seize.io/HQ_
crimsonovoidchk,added,1,WWOH You think they are still trying to kill us for stealing those paintings?,Rep,MoMO,,1 day ago,https://seize.io/crimsonovoidchk
RegularDad,added,"1,069",,CIC,defaced69,,1 day ago,https://seize.io/RegularDad
HQ_,added,420,ReMemer,Rep,RegularDad,,1 day ago,https://seize.io/HQ_
Sonia,added,"1,000",Community Buildoor,Rep,hexum,,1 day ago,https://seize.io/Sonia
RegularDad,added,420,mfer,Rep,HQ_,,1 day ago,https://seize.io/RegularDad
Sonia,added,"1,000",ReMemer,Rep,G9ralt,,1 day ago,https://seize.io/Sonia
Sonia,added,"1,000",Community Buildoor,Rep,parachica,,1 day ago,https://seize.io/Sonia
Sonia,added,"1,000",Wave Maker,Rep,Naime,,1 day ago,https://seize.io/Sonia
Sonia,added,500,Storyteller,Rep,exlawyer,,1 day ago,https://seize.io/Sonia
Sonia,added,500,Web3 Educator,Rep,MintFace,,1 day ago,https://seize.io/Sonia
Sonia,added,500,Color Whisperer,Rep,Eitzi,,1 day ago,https://seize.io/Sonia
Sonia,reduced,100,Bringer of good vibes,Rep,Karen,,1 day ago,https://seize.io/Sonia
Sonia,added,"1,000",Spreading the Memes,Rep,ReMemesMuseum,,1 day ago,https://seize.io/Sonia
Sonia,added,"2,500",Master Animation Artist,Rep,nft_lady_007,,1 day ago,https://seize.io/Sonia
Sonia,added,"1,000",Pebble Master,Rep,Northof80,,1 day ago,https://seize.io/Sonia
diegorst,added,"5,460",Naka Guardian OG,Rep,Tmingoia,,1 day ago,https://seize.io/diegorst
Sonia,changed,About,,,,,1 day ago,https://seize.io/Sonia
mememaxis,added,1,Hug,Rep,punk6529,,1 day ago,https://seize.io/mememaxis
mememaxis,added,1,"WWOH It is called SeizeJPGs, they have seen it on the Seize News",Rep,MoMO,,1 day ago,https://seize.io/mememaxis
DrenFX,added,"2,000",mfer,Rep,RegularDad,,1 day ago,https://seize.io/DrenFX
defaced69,added,social media account,,,,,1 day ago,https://seize.io/defaced69
johndoe8891,added,"6,529",,CIC,goforth,,1 day ago,https://seize.io/johndoe8891
johndoe8891,added,"6,529",Seize the Day Chatter,Rep,goforth,,1 day ago,https://seize.io/johndoe8891
justanother,added,500,Meme Artist,Rep,BOUBOY,,1 day ago,https://seize.io/justanother
justanother,added,500,,CIC,BOUBOY,,1 day ago,https://seize.io/justanother
Tmingoia,added,"5,000",Meme Degen,Rep,diegorst,,1 day ago,https://seize.io/Tmingoia
diegorst,added,"1,069",Naka Guardian OG,Rep,Tmingoia,,1 day ago,https://seize.io/diegorst
diegorst,added,"6,529",,CIC,Tmingoia,,1 day ago,https://seize.io/diegorst
diegorst,added,"1,069",Meme Degen,Rep,furtoads,,1 day ago,https://seize.io/diegorst
furtoads,added,696,Meme Maxi,Rep,diegorst,,1 day ago,https://seize.io/furtoads
diegorst,added,"6,529",,CIC,furtoads,,1 day ago,https://seize.io/diegorst
Tmingoia,created,handle,Tmingoia,,,,1 day ago,https://seize.io/Tmingoia
Tmingoia,added,classification,Pseudonym,,,,1 day ago,https://seize.io/Tmingoia
Tmingoia,added,primary wallet,,,,,1 day ago,https://seize.io/Tmingoia
goforth,added,"2,000",Seize the Day Chatter,Rep,btang8,,1 day ago,https://seize.io/goforth
pete,added,690,Seize the Day Chatter,Rep,CryptoTron72,,1 day ago,https://seize.io/pete
